"","JDate","Year","unitbox","RFID","Seconds","Nest","FemaleRFID","MaleRFID","focal","HatchDate","Offset","UniqueRecord","FullTime","Hours","HoursSq","Sex","JDateSq","treatment","Illumination","Location","HD","HD_Jdate","HDJ","FD","Sc.Seconds","Sc.Year","Sc.DOY","cloud","Sky.Cov.y"
"100",153,2016,"230","041868DF81",22289,"30","04186E911F","041868DF81","Yes","5/28/16",3,"041868DF81_153_22289",13241489,6.191389,38.3333,"M",23409,"Short Cort",9.2,"Ithaca",2016-05-28,149,149,169,1.11943447084299,"16",-1.24520222094747,0.1,0.1
"101",153,2018,"238","041868F39C",22219,"38","04198E1000","041868F39C","Yes","5/31/18",2,"041868F39C_153_22219",13241419,6.171944,38.0929,"M",23409,"Control_Control",87.6,"Ithaca",2018-05-31,151,151,171,1.07786185699907,"18",-1.24520222094747,0.53,0.53
"102",153,2018,"463","041917D33E",21092,"63","0419596D99","041917D33E","Yes","5/30/18",3,"041917D33E_153_21092",13240292,5.858889,34.32658,"M",23409,"Control_Stress",87.6,"Ithaca",2018-05-30,150,150,170,0.408542774112026,"18",-1.24520222094747,0.53,0.53
"103",153,2019,"2_103","04198EAB87",20646,"103","04198E21F5","04198EAB87","Yes","5/29/19",4,"04198EAB87_153_20646",13239846,5.735,32.890225,"M",23409,"Control_Control",90.1,"Ithaca",2019-05-29,149,149,169,0.143665834477933,"19",-1.24520222094747,0.23,0.23
"104",153,2019,"2_39","04198E700D",18526,"39","0419599DAD","04198E700D","Yes","6/1/19",1,"04198E700D_153_18526",13237726,5.146111111,26.48245957,"M",23409,"Control_Control",90.1,"Ithaca",2019-06-01,152,152,172,-1.11539047050924,"19",-1.24520222094747,0.23,0.23
"105",154,2015,"265","04189423AE",19637,"65","0417937522","04189423AE","Yes","5/27/15",7,"04189423AE_154_19637",13325237,5.454722,29.75399,"M",23716,"Long",99.5,"Ithaca",2015-05-27,147,147,167,-0.455573699357941,"15",-1.13255287160717,0.28,0.28
"106",154,2015,"277","041868D041",21637,"77","04186EB240","041868D041","Yes","5/27/15",7,"041868D041_154_21637",13327237,6.010278,36.12344,"M",23716,"DMSO",99.5,"Ithaca",2015-05-27,147,147,167,0.732215267611086,"15",-1.13255287160717,0.28,0.28
"107",154,2015,"228","041793662F",22764,"28","04186EB480","041793662F","Yes","5/28/15",6,"041793662F_154_22764",13328364,6.323333,39.98454,"M",23716,"Control",99.5,"Ithaca",2015-05-28,148,148,168,1.40153435049813,"15",-1.13255287160717,0.28,0.28
"108",154,2015,"214","0418946B5D",20911,"14","04186EC42E","0418946B5D","Yes","5/28/15",6,"0418946B5D_154_20911",13326511,5.808611,33.73996,"M",23716,"High",99.5,"Ithaca",2015-05-28,148,148,168,0.301047872601329,"15",-1.13255287160717,0.28,0.28
"109",154,2015,"2104","04186EA049",20883,"104","041894614B","04186EA049","Yes","5/25/15",9,"04186EA049_154_20883",13326483,5.800833,33.64967,"M",23716,"Control",99.5,"Ithaca",2015-05-25,145,145,165,0.284418827063763,"15",-1.13255287160717,0.28,0.28
"110",154,2015,"2126","0418945C34",28009,"126","0418942DBA","0418945C34","Yes","5/24/15",10,"0418945C34_154_28009",13333609,7.780278,60.53272,"M",23716,"High",99.5,"Ithaca",2015-05-24,144,144,164,4.51651091637441,"15",-1.13255287160717,0.28,0.28
"111",154,2015,"248","041868DD5F",24333,"48","0418944F2B","041868DD5F","Yes","5/30/15",4,"041868DD5F_154_24333",13329933,6.759167,45.68633,"M",23716,"Long",99.5,"Ithaca",2015-05-30,150,150,170,2.33335479508534,"15",-1.13255287160717,0.28,0.28
"112",154,2015,"285","041868BD7F",25942,"85","0418945F71","041868BD7F","Yes","5/29/15",5,"041868BD7F_154_25942",13331542,7.206111,51.92804,"M",23716,"Low",99.5,"Ithaca",2015-05-29,149,149,169,3.28893101901192,"15",-1.13255287160717,0.28,0.28
"113",154,2015,"225","04186EB852",20788,"25","0417F908FC","04186EB852","Yes","5/31/15",3,"04186EB852_154_20788",13326388,5.774444,33.34421,"M",23716,"Control",99.5,"Ithaca",2015-05-31,151,151,171,0.227998851132734,"15",-1.13255287160717,0.28,0.28
"114",154,2015,"211","0418942581",23665,"11","0418944A22","0418942581","Yes","5/27/15",7,"0418942581_154_23665",13329265,6.573611,43.21236,"M",23716,"High",99.5,"Ithaca",2015-05-27,147,147,167,1.93663328011768,"15",-1.13255287160717,0.28,0.28
"115",154,2015,"264","04186EB8C8",21445,"64","0418944690","04186EB8C8","Yes","5/24/15",10,"04186EB8C8_154_21445",13327045,5.956944,35.48519,"M",23716,"Low",99.5,"Ithaca",2015-05-24,144,144,164,0.61818752678206,"15",-1.13255287160717,0.28,0.28
"116",154,2015,"238","041868F39C",25520,"38","0417939A3D","041868F39C","Yes","5/28/15",6,"041868F39C_154_25520",13331120,7.088889,50.25235,"M",23716,"Control",99.5,"Ithaca",2015-05-28,148,148,168,3.03830754698145,"15",-1.13255287160717,0.28,0.28
"117",154,2016,"2126","0418945C34",20335,"126","041917A424","0418945C34","Yes","5/30/16",2,"0418945C34_154_20335",13325935,5.648611,31.90681,"M",23716,"Long Cort",3.3,"Ithaca",2016-05-30,151,151,171,-0.0410353498857507,"16",-1.13255287160717,0.23,0.23
"118",154,2016,"2111","041868C602",19077,"111","041894557D","041868C602","Yes","5/28/16",3,"041868C602_154_19077",13324677,5.299167,28.08117,"M",23716,"Control",3.3,"Ithaca",2016-05-28,149,149,169,-0.788154610109269,"16",-1.13255287160717,0.23,0.23
"119",154,2016,"221","04186EC024",21284,"21","0418944F2B","04186EC024","Yes","5/29/16",2,"04186EC024_154_21284",13326884,5.912222,34.95437,"M",23716,"Control",3.3,"Ithaca",2016-05-29,150,150,170,0.522570514941053,"16",-1.13255287160717,0.23,0.23
"120",154,2016,"296","041917A4C1",19142,"96","0419597CD2","041917A4C1","Yes","5/31/16",-1,"041917A4C1_154_19142",13324742,5.317222,28.27285,"M",23716,"Short Cort",3.3,"Ithaca",2016-05-31,152,152,172,-0.749551468682776,"16",-1.13255287160717,0.23,0.23
"121",154,2016,"275","041917CBCB",19260,"75","0418946F4E","041917CBCB","Yes","5/27/16",4,"041917CBCB_154_19260",13324860,5.35,28.6225,"M",23716,"DMSO",3.3,"Ithaca",2016-05-27,148,148,168,-0.679471919631603,"16",-1.13255287160717,0.23,0.23
"122",154,2016,"284","041868BD7F",19942,"84","0418945F71","041868BD7F","Yes","5/28/16",2,"041868BD7F_154_19942",13325542,5.539444,30.68544,"M",23716,"Low Tape",3.3,"Ithaca",2016-05-28,149,149,169,-0.274435881895165,"16",-1.13255287160717,0.23,0.23
"123",154,2016,"2118","04186ED791",19058,"118","0419179244","04186ED791","Yes","5/24/16",8,"04186ED791_154_19058",13324658,5.293889,28.02526,"M",23716,"Low Tape",3.3,"Ithaca",2016-05-24,145,145,165,-0.799438605295475,"16",-1.13255287160717,0.23,0.23
"124",154,2016,"233","0417F8D3A0",19878,"33","041917A20C","0417F8D3A0","Yes","5/30/16",2,"0417F8D3A0_154_19878",13325478,5.521667,30.4888,"M",23716,"Control",3.3,"Ithaca",2016-05-30,151,151,171,-0.312445128838173,"16",-1.13255287160717,0.23,0.23
"125",154,2016,"2103","0418941B5C",19327,"103","041868E6D5","0418941B5C","Yes","5/27/16",2,"0418941B5C_154_19327",13324927,5.368611,28.82199,"M",23716,"DMSO",3.3,"Ithaca",2016-05-27,148,148,168,-0.639680989238141,"16",-1.13255287160717,0.23,0.23
"126",154,2016,"225","04186EAF18",23333,"25","0417F908FC","04186EAF18","Yes","6/1/16",1,"04186EAF18_154_23333",13328933,6.481389,42.0084,"M",23716,"DMSO",3.3,"Ithaca",2016-06-01,153,153,173,1.73946031160082,"16",-1.13255287160717,0.23,0.23
"127",154,2016,"251","04189458E9",21199,"51","041959C320","04189458E9","Yes","5/29/16",1,"04189458E9_154_21199",13326799,5.888611,34.67574,"M",23716,"Control",3.3,"Ithaca",2016-05-29,150,150,170,0.472089483844869,"16",-1.13255287160717,0.23,0.23
"128",154,2016,"277","041868D041",19032,"77","04186ED2D1","041868D041","Yes","5/25/16",6,"041868D041_154_19032",13324632,5.286667,27.94884,"M",23716,"Short Cort",3.3,"Ithaca",2016-05-25,146,146,166,-0.814879861866072,"16",-1.13255287160717,0.23,0.23
"129",154,2016,"287","041917C661",19914,"87","0419178E3A","041917C661","Yes","5/28/16",-1,"041917C661_154_19914",13325514,5.531667,30.59934,"M",23716,"Low Tape",3.3,"Ithaca",2016-05-28,149,149,169,-0.291064927432731,"16",-1.13255287160717,0.23,0.23
"130",154,2016,"2122","04186ED0B4",19998,"122","0419179F46","04186ED0B4","Yes","5/29/16",1,"04186ED0B4_154_19998",13325598,5.555,30.85803,"M",23716,"Long Cort",3.3,"Ithaca",2016-05-29,150,150,170,-0.241177790820032,"16",-1.13255287160717,0.23,0.23
"131",154,2018,"463","041917D33E",19527,"63","0419596D99","041917D33E","Yes","5/30/18",4,"041917D33E_154_19527",13325127,5.424167,29.42158,"M",23716,"Control_Stress",80.5,"Ithaca",2018-05-30,150,150,170,-0.520902092541238,"18",-1.13255287160717,0.61,0.61
"132",154,2018,"191","04195A627D",21245,"91","04198E3A62","04195A627D","Yes","6/1/18",2,"04195A627D_154_21245",13326845,5.901389,34.82639,"M",23716,"Control_Predator",80.5,"Ithaca",2018-06-01,152,152,172,0.499408630085157,"18",-1.13255287160717,0.61,0.61
"133",154,2018,"238","041868F39C",19417,"38","04198E1000","041868F39C","Yes","5/31/18",3,"041868F39C_154_19417",13325017,5.393611,29.09104,"M",23716,"Control_Control",80.5,"Ithaca",2018-05-31,151,151,171,-0.586230485724534,"18",-1.13255287160717,0.61,0.61
"134",154,2019,"2_103","04198EAB87",19848,"103","04198E21F5","04198EAB87","Yes","5/29/19",5,"04198EAB87_154_19848",13325448,5.513333333,30.39684444,"M",23716,"Control_Control",96.2,"Ithaca",2019-05-29,149,149,169,-0.330261963342709,"19",-1.13255287160717,0.14,0.14
"135",154,2019,"2_116","04198E836E",20506,"116","419599803","04198E836E","Yes","6/2/19",1,"04198E836E_154_20506",13326106,5.696111111,32.44568179,"M",23716,"Control_Control",96.2,"Ithaca",2019-06-02,153,153,173,0.0605206067901012,"19",-1.13255287160717,0.14,0.14
"136",154,2019,"2_39","04198E700D",18278,"39","0419599DAD","04198E700D","Yes","6/1/19",2,"04198E700D_154_18278",13323878,5.077222222,25.77818549,"M",23716,"Control_Control",96.2,"Ithaca",2019-06-01,152,152,172,-1.2626763024134,"19",-1.13255287160717,0.14,0.14
"137",155,2015,"2126","0418945C34",21346,"126","0418942DBA","0418945C34","Yes","5/24/15",11,"0418945C34_155_21346",13413346,5.929444,35.15831,"M",24025,"High",96.9,"Ithaca",2015-05-24,144,144,164,0.559391972917093,"15",-1.01990352226686,0.26,0.26
"138",155,2015,"228","041793662F",19422,"28","04186EB480","041793662F","Yes","5/28/15",7,"041793662F_155_19422",13411422,5.395,29.10602,"M",24025,"Control",96.9,"Ithaca",2015-05-28,148,148,168,-0.583261013307112,"15",-1.01990352226686,0.26,0.26
"139",155,2015,"277","041868D041",19233,"77","04186EB240","041868D041","Yes","5/27/15",8,"041868D041_155_19233",13411233,5.3425,28.54231,"M",24025,"DMSO",96.9,"Ithaca",2015-05-27,147,147,167,-0.695507070685685,"15",-1.01990352226686,0.26,0.26
"140",155,2015,"225","04186EB852",19137,"25","0417F908FC","04186EB852","Yes","5/31/15",4,"04186EB852_155_19137",13411137,5.315833,28.25808,"M",24025,"Control",96.9,"Ithaca",2015-05-31,151,151,171,-0.752520941100198,"15",-1.01990352226686,0.26,0.26
"141",155,2015,"214","0418946B5D",19390,"14","04186EC42E","0418946B5D","Yes","5/28/15",7,"0418946B5D_155_19390",13411390,5.386111,29.01019,"M",24025,"High",96.9,"Ithaca",2015-05-28,148,148,168,-0.602265636778616,"15",-1.01990352226686,0.26,0.26
"142",155,2015,"264","04186EB8C8",19895,"64","0418944690","04186EB8C8","Yes","5/24/15",11,"04186EB8C8_155_19895",13411895,5.526389,30.54097,"M",24025,"Low",96.9,"Ithaca",2015-05-24,144,144,164,-0.302348922618937,"15",-1.01990352226686,0.26,0.26
"143",155,2015,"248","041868DD5F",19776,"48","0418944F2B","041868DD5F","Yes","5/30/15",5,"041868DD5F_155_19776",13411776,5.493333,30.17671,"M",24025,"Long",96.9,"Ithaca",2015-05-30,150,150,170,-0.373022366153594,"15",-1.01990352226686,0.26,0.26
"144",155,2015,"285","041868BD7F",19417,"85","0418945F71","041868BD7F","Yes","5/29/15",6,"041868BD7F_155_19417",13411417,5.393611,29.09104,"M",24025,"Low",96.9,"Ithaca",2015-05-29,149,149,169,-0.586230485724534,"15",-1.01990352226686,0.26,0.26
"145",155,2015,"211","0418942581",19387,"11","0418944A22","0418942581","Yes","5/27/15",8,"0418942581_155_19387",13411387,5.385278,29.00122,"M",24025,"High",96.9,"Ithaca",2015-05-27,147,147,167,-0.60404732022907,"15",-1.01990352226686,0.26,0.26
"146",155,2015,"238","041868F39C",19746,"38","0417939A3D","041868F39C","Yes","5/28/15",7,"041868F39C_155_19746",13411746,5.485,30.08523,"M",24025,"Control",96.9,"Ithaca",2015-05-28,148,148,168,-0.390839200658129,"15",-1.01990352226686,0.26,0.26
"147",155,2015,"2122","04186ED0B4",19673,"122","0419179F46","04186ED0B4","Yes","6/3/15",1,"04186ED0B4_155_19673",13411673,5.464722,29.86319,"M",24025,"Low",96.9,"Ithaca",2015-06-03,154,154,174,-0.434193497952499,"15",-1.01990352226686,0.26,0.26
"148",155,2015,"265","04189423AE",19588,"65","0417937522","04189423AE","Yes","5/27/15",8,"04189423AE_155_19588",13411588,5.441111,29.60569,"M",24025,"Long",96.9,"Ithaca",2015-05-27,147,147,167,-0.484674529048683,"15",-1.01990352226686,0.26,0.26
"149",155,2016,"2126","0418945C34",21233,"126","041917A424","0418945C34","Yes","5/30/16",3,"0418945C34_155_21233",13413233,5.898056,34.78706,"M",24025,"Long Cort",0.5,"Ithaca",2016-05-30,151,151,171,0.492281896283343,"16",-1.01990352226686,0.47,0.47
"150",155,2016,"2111","041868C602",20290,"111","041894557D","041868C602","Yes","5/28/16",4,"041868C602_155_20290",13412290,5.636111,31.76575,"M",24025,"Control",0.5,"Ithaca",2016-05-28,149,149,169,-0.0677606016425538,"16",-1.01990352226686,0.47,0.47
"151",155,2016,"221","04186EC024",20957,"21","0418944F2B","04186EC024","Yes","5/29/16",3,"04186EC024_155_20957",13412957,5.821389,33.88857,"M",24025,"Control",0.5,"Ithaca",2016-05-29,150,150,170,0.328367018841617,"16",-1.01990352226686,0.47,0.47
"152",155,2016,"275","041917CBCB",20416,"75","0418946F4E","041917CBCB","Yes","5/27/16",5,"041917CBCB_155_20416",13412416,5.671111,32.1615,"M",24025,"DMSO",0.5,"Ithaca",2016-05-27,148,148,168,0.00707010327649496,"16",-1.01990352226686,0.47,0.47
"153",155,2016,"2122","04186ED0B4",20840,"122","0419179F46","04186ED0B4","Yes","5/29/16",2,"04186ED0B4_155_20840",13412840,5.788889,33.51123,"M",24025,"Long Cort",0.5,"Ithaca",2016-05-29,150,150,170,0.258881364273929,"16",-1.01990352226686,0.47,0.47
"154",155,2016,"2118","04186ED791",20158,"118","0419179244","04186ED791","Yes","5/24/16",9,"04186ED791_155_20158",13412158,5.599444,31.35378,"M",24025,"Low Tape",0.5,"Ithaca",2016-05-24,145,145,165,-0.14615467346251,"16",-1.01990352226686,0.47,0.47
"155",155,2016,"277","041868D041",19216,"77","04186ED2D1","041868D041","Yes","5/25/16",7,"041868D041_155_19216",13411216,5.337778,28.49187,"M",24025,"Short Cort",0.5,"Ithaca",2016-05-25,146,146,166,-0.705603276904922,"16",-1.01990352226686,0.47,0.47
"156",155,2016,"287","041917C661",26615,"87","0419178E3A","041917C661","Yes","5/28/16",0,"041917C661_155_26615",13418615,7.393056,54.65727,"M",24025,"Low Tape",0.5,"Ithaca",2016-05-28,149,149,169,3.688622006397,"16",-1.01990352226686,0.47,0.47
"157",155,2016,"296","041917A4C1",20571,"96","0419597CD2","041917A4C1","Yes","5/31/16",0,"041917A4C1_155_20571",13412571,5.714167,32.6517,"M",24025,"Short Cort",0.5,"Ithaca",2016-05-31,152,152,172,0.0991237482165946,"16",-1.01990352226686,0.47,0.47
"158",155,2016,"2105","04186EA049",19378,"105","041917B272","04186EA049","Yes","5/29/16",3,"04186EA049_155_19378",13411378,5.382778,28.9743,"M",24025,"Predator",0.5,"Ithaca",2016-05-29,150,150,170,-0.60939237058043,"16",-1.01990352226686,0.47,0.47
"159",155,2016,"225","04186EAF18",23419,"25","0417F908FC","04186EAF18","Yes","6/1/16",2,"04186EAF18_155_23419",13415419,6.505278,42.31864,"M",24025,"DMSO",0.5,"Ithaca",2016-06-01,153,153,173,1.79053523718049,"16",-1.01990352226686,0.47,0.47
"160",155,2016,"233","0417F8D3A0",20449,"33","041917A20C","0417F8D3A0","Yes","5/30/16",3,"0417F8D3A0_155_20449",13412449,5.680278,32.26556,"M",24025,"Control",0.5,"Ithaca",2016-05-30,151,151,171,0.0266686212314839,"16",-1.01990352226686,0.47,0.47
"161",155,2016,"2103","0418941B5C",19870,"103","041868E6D5","0418941B5C","Yes","5/27/16",3,"0418941B5C_155_19870",13411870,5.519444,30.46427,"M",24025,"DMSO",0.5,"Ithaca",2016-05-27,148,148,168,-0.31719628470605,"16",-1.01990352226686,0.47,0.47
"162",155,2016,"284","041868BD7F",20496,"84","0418945F71","041868BD7F","Yes","5/28/16",3,"041868BD7F_155_20496",13412496,5.693333,32.41404,"M",24025,"Low Tape",0.5,"Ithaca",2016-05-28,149,149,169,0.0545816619552561,"16",-1.01990352226686,0.47,0.47
"163",155,2016,"251","04189458E9",20897,"51","041959C320","04189458E9","Yes","5/29/16",2,"04189458E9_155_20897",13412897,5.804722,33.6948,"M",24025,"Control",0.5,"Ithaca",2016-05-29,150,150,170,0.292733349832546,"16",-1.01990352226686,0.47,0.47
"164",155,2018,"238","041868F39C",19581,"38","04198E1000","041868F39C","Yes","5/31/18",4,"041868F39C_155_19581",13411581,5.439167,29.58453,"M",24025,"Control_Control",72.2,"Ithaca",2018-05-31,151,151,171,-0.488831790433074,"18",-1.01990352226686,0.82,0.82
"165",155,2018,"191","04195A627D",21406,"91","04198E3A62","04195A627D","Yes","6/1/18",3,"04195A627D_155_21406",13413406,5.946111,35.35624,"M",24025,"Control_Predator",72.2,"Ithaca",2018-06-01,152,152,172,0.595025641926164,"18",-1.01990352226686,0.82,0.82
"166",155,2018,"463","041917D33E",20329,"63","0419596D99","041917D33E","Yes","5/30/18",5,"041917D33E_155_20329",13412329,5.646944,31.88798,"M",24025,"Control_Stress",72.2,"Ithaca",2018-05-30,150,150,170,-0.0445987167866577,"18",-1.01990352226686,0.82,0.82
"167",156,2015,"278","041868D6F6",20339,"78","04186EA08B","041868D6F6","Yes","6/4/15",1,"041868D6F6_156_20339",13498739,5.649722,31.91936,"M",24336,"Low",91.7,"Ithaca",2015-06-04,155,155,175,-0.0386597719518126,"15",-0.907254172926559,0.92,0.92
"168",156,2015,"211","0418942581",19337,"11","0418944A22","0418942581","Yes","5/27/15",9,"0418942581_156_19337",13497737,5.371389,28.85182,"M",24336,"High",91.7,"Ithaca",2015-05-27,147,147,167,-0.633742044403296,"15",-0.907254172926559,0.92,0.92
"169",156,2015,"2111","041868C602",19969,"111","041894557D","041868C602","Yes","5/29/15",7,"041868C602_156_19969",13498369,5.546944,30.76859,"M",24336,"Long",91.7,"Ithaca",2015-05-29,149,149,169,-0.258400730841083,"15",-0.907254172926559,0.92,0.92
"170",156,2015,"224","041894311B",19683,"24","04186EA235","041894311B","Yes","5/30/15",6,"041894311B_156_19683",13498083,5.4675,29.89356,"M",24336,"High",91.7,"Ithaca",2015-05-30,150,150,170,-0.428254553117654,"15",-0.907254172926559,0.92,0.92
"171",156,2015,"2118","04186EDC1F",22171,"118","0418946F4E","04186EDC1F","Yes","5/30/15",6,"04186EDC1F_156_22171",13500571,6.158611,37.92849,"M",24336,"High",91.7,"Ithaca",2015-05-30,150,150,170,1.04935492179182,"15",-0.907254172926559,0.92,0.92
"172",156,2015,"273","0419179FEC",19721,"73","04186ED2D1","0419179FEC","Yes","5/28/15",8,"0419179FEC_156_19721",13498121,5.478056,30.00909,"M",24336,"Low",91.7,"Ithaca",2015-05-28,148,148,168,-0.405686562745242,"15",-0.907254172926559,0.92,0.92
"173",156,2015,"2122","04186ED0B4",19601,"122","0419179F46","04186ED0B4","Yes","6/3/15",2,"04186ED0B4_156_19601",13498001,5.444722,29.645,"M",24336,"Low",91.7,"Ithaca",2015-06-03,154,154,174,-0.476953900763384,"15",-0.907254172926559,0.92,0.92
"174",156,2015,"228","041793662F",19608,"28","04186EB480","041793662F","Yes","5/28/15",8,"041793662F_156_19608",13498008,5.446667,29.66618,"M",24336,"Control",91.7,"Ithaca",2015-05-28,148,148,168,-0.472796639378992,"15",-0.907254172926559,0.92,0.92
"175",156,2015,"285","041868BD7F",19435,"85","0418945F71","041868BD7F","Yes","5/29/15",7,"041868BD7F_156_19435",13497835,5.398611,29.145,"M",24336,"Low",91.7,"Ithaca",2015-05-29,149,149,169,-0.575540385021813,"15",-0.907254172926559,0.92,0.92
"176",156,2015,"2126","0418945C34",20638,"126","0418942DBA","0418945C34","Yes","5/24/15",12,"0418945C34_156_20638",13499038,5.732778,32.86474,"M",24336,"High",91.7,"Ithaca",2015-05-24,144,144,164,0.138914678610057,"15",-0.907254172926559,0.92,0.92
"177",156,2015,"214","0418946B5D",19704,"14","04186EC42E","0418946B5D","Yes","5/28/15",8,"0418946B5D_156_19704",13498104,5.473333,29.95738,"M",24336,"High",91.7,"Ithaca",2015-05-28,148,148,168,-0.415782768964479,"15",-0.907254172926559,0.92,0.92
"178",156,2015,"2104","04186EA049",19426,"104","041894614B","04186EA049","Yes","5/25/15",11,"04186EA049_156_19426",13497826,5.396111,29.11802,"M",24336,"Control",91.7,"Ithaca",2015-05-25,145,145,165,-0.580885435373174,"15",-0.907254172926559,0.92,0.92
"179",156,2015,"238","041868F39C",19953,"38","0417939A3D","041868F39C","Yes","5/28/15",8,"041868F39C_156_19953",13498353,5.5425,30.71931,"M",24336,"Control",91.7,"Ithaca",2015-05-28,148,148,168,-0.267903042576835,"15",-0.907254172926559,0.92,0.92
"180",156,2015,"277","041868D041",19671,"77","04186EB240","041868D041","Yes","5/27/15",9,"041868D041_156_19671",13498071,5.464167,29.85712,"M",24336,"DMSO",91.7,"Ithaca",2015-05-27,147,147,167,-0.435381286919468,"15",-0.907254172926559,0.92,0.92
